,kor,no,url,part,video_sec,video_link
16701,연못,1034,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615449/MOV000237684_700X466.mp4,,4.92,연못_(16701).mp4
16702,연못가,3254,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219498/MOV000238753_700X466.mp4,,15.35,연못가_(16702).mp4
16703,연분홍,3432,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233945/MOV000245270_700X466.mp4,,9.88,연분홍_(16703).mp4
16704,연사,3255,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732148/MOV000238755_700X466.mp4,,3.75,연사_(16704).mp4
16705,연산,15630,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270554/MOV000272871_700X466.mp4,,3.35,연산_(16705).mp4
16706,연상,7821,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242708/MOV000255852_700X466.mp4,,14.42,연상_(16706).mp4
16707,연상적의미,20326,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286200/MOV000287160_700X466.mp4,,6.02,연상적의미_(16707).mp4
16708,연서,20327,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286201/MOV000287165_700X466.mp4,명사,4.02,연서_(16708).mp4
16709,연설,1731,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221012/1038693/MOV000360191_700X466.mp4,,3.7,연설_(16709).mp4
16710,연설,7822,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242709/MOV000255854_700X466.mp4,,14.22,연설_(16710).mp4
16711,연설가,3255,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732148/MOV000238755_700X466.mp4,,3.75,연설가_(16711).mp4
16712,연설사,3255,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732148/MOV000238755_700X466.mp4,,3.75,연설사_(16712).mp4
16713,연설자,3255,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732148/MOV000238755_700X466.mp4,,3.75,연설자_(16713).mp4
16714,연세,2419,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630164/MOV000244030_700X466.mp4,,4.0,연세_(16714).mp4
16715,연세,9746,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630163/MOV000248940_700X466.mp4,,4.0,연세_(16715).mp4
16716,연세,10811,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630166/MOV000255739_700X466.mp4,,4.0,연세_(16716).mp4
16717,연세,10814,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630167/MOV000255856_700X466.mp4,,4.0,연세_(16717).mp4
16718,연세,11407,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630165/MOV000245754_700X466.mp4,,4.0,연세_(16718).mp4
16719,연소,2514,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632075/MOV000239735_700X466.mp4,,3.67,연소_(16719).mp4
16720,연소,3433,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233946/MOV000245272_700X466.mp4,,7.31,연소_(16720).mp4
16721,연소,3817,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238682/MOV000247860_700X466.mp4,,10.58,연소_(16721).mp4
16722,연소,4148,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632073/MOV000242836_700X466.mp4,,3.67,연소_(16722).mp4
16723,연소,5777,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632076/MOV000246400_700X466.mp4,,3.67,연소_(16723).mp4
16724,연소,9992,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632072/MOV000257910_700X466.mp4,,3.67,연소_(16724).mp4
16725,연소,11261,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632071/MOV000247002_700X466.mp4,,3.67,연소_(16725).mp4
16726,연소,12517,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632074/MOV000241033_700X466.mp4,,3.67,연소_(16726).mp4
16727,연속,1180,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627674/MOV000238097_700X466.mp4,,3.47,연속_(16727).mp4
16728,연속,1864,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627673/MOV000239983_700X466.mp4,,3.47,연속_(16728).mp4
16729,연속,2824,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627672/MOV000244138_700X466.mp4,,3.47,연속_(16729).mp4
16730,연속,5287,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627671/MOV000246642_700X466.mp4,,3.47,연속_(16730).mp4
16731,연속,6934,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627669/MOV000249958_700X466.mp4,,3.47,연속_(16731).mp4
16732,연속,11450,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627670/MOV000245056_700X466.mp4,,3.47,연속_(16732).mp4
16733,연속극,10168,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219500/MOV000238757_700X466.mp4,,11.08,연속극_(16733).mp4
16734,연속범,5845,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238410/MOV000247318_700X466.mp4,,10.41,연속범_(16734).mp4
16735,연수,4897,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009635/MOV000359966_700X466.mp4,,4.19,연수_(16735).mp4
16736,연수,7823,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733302/MOV000255858_700X466.mp4,,3.74,연수_(16736).mp4
16737,연습,2038,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784499/MOV000356923_700X466.mp4,,4.42,연습_(16737).mp4
16738,연습,7824,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628349/MOV000255860_700X466.mp4,,3.67,연습_(16738).mp4
16739,연식정구,3434,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233947/MOV000245274_700X466.mp4,,10.95,연식정구_(16739).mp4
16740,연애,7825,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039939/MOV000360486_700X466.mp4,,3.02,연애_(16740).mp4
16741,연애편지,2807,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233443/MOV000245058_700X466.mp4,,10.14,연애편지_(16741).mp4
16742,연연하다,1977,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219736/MOV000238833_700X466.mp4,,8.98,연연하다_(16742).mp4
16743,연인,7153,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243161/MOV000256745_700X466.mp4,,11.28,연인_(16743).mp4
16744,연인,10815,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731429/MOV000255864_700X466.mp4,,4.21,연인_(16744).mp4
16745,연장자,3338,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043155/MOV000361078_700X466.mp4,,3.69,연장자_(16745).mp4
16746,연주,7826,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242715/MOV000255866_700X466.mp4,,15.35,연주_(16746).mp4
16747,연주자,1978,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219737/MOV000238835_700X466.mp4,,12.51,연주자_(16747).mp4
16748,연지,3435,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005083/MOV000359811_700X466.mp4,,4.02,연지_(16748).mp4
16749,연철,20328,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290229/MOV000287168_700X466.mp4,명사,3.01,연철_(16749).mp4
16750,연초,3451,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230867/MOV000243866_700X466.mp4,,8.84,연초_(16750).mp4
16751,연탄,6680,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004872/MOV000359738_700X466.mp4,,4.52,연탄_(16751).mp4
16752,연탄,10816,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242716/MOV000255868_700X466.mp4,,15.82,연탄_(16752).mp4
16753,연패,3306,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231122/MOV000243980_700X466.mp4,,8.51,연패_(16753).mp4
16754,연필,7827,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628350/MOV000255870_700X466.mp4,,3.67,연필_(16754).mp4
16755,연하,10102,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219738/MOV000238837_700X466.mp4,,10.11,연하_(16755).mp4
16756,연하다,3436,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629441/MOV000245278_700X466.mp4,,3.47,연하다_(16756).mp4
16757,연하장,3437,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233950/MOV000245280_700X466.mp4,,15.05,연하장_(16757).mp4
16758,연합,1979,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219739/MOV000238839_700X466.mp4,,11.55,연합_(16758).mp4
16759,연합국,3438,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233951/MOV000245282_700X466.mp4,,12.65,연합국_(16759).mp4
16760,연회,1980,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219740/MOV000238841_700X466.mp4,,10.34,연회_(16760).mp4
16761,연후,3483,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233952/MOV000245284_700X466.mp4,,8.01,연후_(16761).mp4
16762,연휴,3484,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624428/MOV000245286_700X466.mp4,,3.54,연휴_(16762).mp4
16763,열,7828,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628351/MOV000255872_700X466.mp4,,3.6,열_(16763).mp4
16764,열,10919,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005853/MOV000359855_700X466.mp4,,3.35,열_(16764).mp4
16765,열,15631,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270555/MOV000272873_700X466.mp4,,3.85,열_(16765).mp4
16766,열,23962,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009774/MOV000360071_700X466.mp4,,2.44,열_(16766).mp4
16767,열광,3585,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785124/MOV000356980_700X466.mp4,,4.07,열광_(16767).mp4
16768,열기,15632,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270556/MOV000272875_700X466.mp4,,3.38,열기_(16768).mp4
16769,열넷,10921,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009759/MOV000360056_700X466.mp4,,3.52,열넷_(16769).mp4
16770,열넷,11421,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233954/MOV000245288_700X466.mp4,,6.14,열넷_(16770).mp4
16771,열다,1746,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345464/MOV000240403_700X466.mp4,,5.33,열다_(16771).mp4
16772,열다,6694,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628446/MOV000250554_700X466.mp4,,3.67,열다_(16772).mp4
16773,열다,7829,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628438/MOV000255874_700X466.mp4,,1.97,열다_(16773).mp4
16774,열다,10103,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633268/MOV000238843_700X466.mp4,,3.67,열다_(16774).mp4
16775,열다,24022,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633265/MOV000256711_700X466.mp4,,3.67,열다_(16775).mp4
16776,열다섯,10922,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242479/MOV000255399_700X466.mp4,,10.98,열다섯_(16776).mp4
16777,열다섯,12667,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009758/MOV000360055_700X466.mp4,,2.94,열다섯_(16777).mp4
16778,열대야,1981,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219742/MOV000238845_700X466.mp4,,11.65,열대야_(16778).mp4
16779,열두시,7866,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632336/MOV000255876_700X466.mp4,,3.8,열두시_(16779).mp4
16780,열두시,12352,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632337/MOV000258494_700X466.mp4,,3.8,열두시_(16780).mp4
16781,열둘,10923,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009761/MOV000360058_700X466.mp4,,4.02,열둘_(16781).mp4
16782,열둘,11422,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233956/MOV000245292_700X466.mp4,,6.14,열둘_(16782).mp4
16783,열등감,3621,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231011/MOV000243956_700X466.mp4,,8.34,열등감_(16783).mp4
16784,열량,1982,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219743/MOV000238847_700X466.mp4,,12.11,열량_(16784).mp4
16785,열리다,2487,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219744/MOV000238849_700X466.mp4,,8.38,열리다_(16785).mp4
16786,열리다,3622,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231013/MOV000243960_700X466.mp4,,9.18,열리다_(16786).mp4
16787,열망,3485,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233957/MOV000245294_700X466.mp4,,7.84,열망_(16787).mp4
16788,열매,798,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215510/MOV000236920_700X466.mp4,,7.44,열매_(16788).mp4
16789,열매,9404,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630114/MOV000235137_700X466.mp4,,3.4,열매_(16789).mp4
16790,열매,12008,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731443/MOV000255878_700X466.mp4,,3.12,열매_(16790).mp4
16791,열병,7867,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242722/MOV000255880_700X466.mp4,,13.88,열병_(16791).mp4
16792,열성,3617,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628492/MOV000245406_700X466.mp4,,3.04,열성_(16792).mp4
16793,열성,11501,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628491/MOV000249058_700X466.mp4,,3.87,열성_(16793).mp4
16794,열셋,12668,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234212/MOV000245408_700X466.mp4,,9.51,열셋_(16794).mp4
16795,열셋,12790,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009760/MOV000360057_700X466.mp4,,3.02,열셋_(16795).mp4
16796,열쇠,3775,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238678/MOV000247852_700X466.mp4,,9.24,열쇠_(16796).mp4
16797,열쇠,7868,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739458/MOV000255882_700X466.mp4,,3.0,열쇠_(16797).mp4
16798,열심,3617,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628492/MOV000245406_700X466.mp4,,3.04,열심_(16798).mp4
16799,열심,7869,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628486/MOV000255884_700X466.mp4,,3.87,열심_(16799).mp4
16800,열심,11501,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628491/MOV000249058_700X466.mp4,,3.87,열심_(16800).mp4
16801,열아홉,10920,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242475/MOV000255391_700X466.mp4,,13.05,열아홉_(16801).mp4
16802,열아홉,11423,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009744/MOV000360041_700X466.mp4,,3.19,열아홉_(16802).mp4
16803,열여덟,10926,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242488/MOV000255417_700X466.mp4,,10.28,열여덟_(16803).mp4
16804,열여덟,12669,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009750/MOV000360047_700X466.mp4,,3.35,열여덟_(16804).mp4
16805,열여섯,12791,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009757/MOV000360054_700X466.mp4,,4.02,열여섯_(16805).mp4
16806,열의,3623,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231014/MOV000243962_700X466.mp4,,9.01,열의_(16806).mp4
16807,열일곱,12670,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234216/MOV000245416_700X466.mp4,,7.21,열일곱_(16807).mp4
16808,열일곱,12793,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009756/MOV000360053_700X466.mp4,,3.02,열일곱_(16808).mp4
16809,열중,3624,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221013/1039034/MOV000360257_700X466.mp4,,3.19,열중_(16809).mp4
16810,열중,5651,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240739/MOV000251958_700X466.mp4,,11.75,열중_(16810).mp4
16811,열중쉬어,8128,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732395/MOV000256000_700X466.mp4,,2.84,열중쉬어_(16811).mp4
16812,열차,2115,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627608/MOV000241107_700X466.mp4,,3.84,열차_(16812).mp4
16813,열차,6829,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627607/MOV000249874_700X466.mp4,,3.84,열차_(16813).mp4
16814,열차,8590,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627609/MOV000245418_700X466.mp4,,3.84,열차_(16814).mp4
16815,열차표,2488,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784508/MOV000356932_700X466.mp4,,4.44,열차표_(16815).mp4
16816,열하나,10924,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242483/MOV000255407_700X466.mp4,,10.85,열하나_(16816).mp4
16817,열하나,11425,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009762/MOV000360059_700X466.mp4,,3.02,열하나_(16817).mp4
16818,열흘,3625,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624430/MOV000243966_700X466.mp4,,4.0,열흘_(16818).mp4
16819,열흘날,3625,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624430/MOV000243966_700X466.mp4,,4.0,열흘날_(16819).mp4
16820,엷다,3618,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234219/MOV000245422_700X466.mp4,,5.97,엷다_(16820).mp4
